id,flight_type,city,status,gate,claim,scheduled_time,actual_time,flight_codes,route_airport_code
710415,arrival,Denver,On Time,18,N/A,2026-03-20 21:55:00,2026-03-20 21:55:00,WN2010,DEN
-1,arrival,Salt Lake City,Early,3,2,2026-03-20 21:55:00,2026-03-20 21:43:00,DL1304,SLC
-1,arrival,Phoenix,On Time,5,1,2026-03-20 21:56:00,2026-03-20 21:56:00,AA2637,PHX
-1,arrival,Atlanta,Early,2,2,2026-03-20 22:12:00,2026-03-20 21:55:00,DL556,ATL
710419,arrival,Las Vegas,On Time,20,N/A,2026-03-20 22:15:00,2026-03-20 22:15:00,WN1973,LAS
-1,arrival,Denver,On Time,9,4,2026-03-20 22:15:00,2026-03-20 22:15:00,"UA725, AC3436",DEN
-1,arrival,Portland,On Time,14,4,2026-03-20 22:24:00,2026-03-20 22:24:00,AS501,PDX
710422,arrival,Phoenix,On Time,19,N/A,2026-03-20 22:25:00,2026-03-20 22:25:00,WN2859,PHX
-1,arrival,Chicago/O'Hare,On Time,8,4,2026-03-20 22:26:00,2026-03-20 22:26:00,"UA2315, AC5119",ORD
-1,arrival,Seattle-Tacoma,Early,3,2,2026-03-20 22:29:00,2026-03-20 22:20:00,DL1105,SEA
-1,arrival,Seattle-Tacoma,On Time,13,3,2026-03-20 22:30:00,2026-03-20 22:30:00,AS1387,SEA
-1,arrival,San Francisco,On Time,12,3,2026-03-20 22:30:00,2026-03-20 22:30:00,AS3365,SFO
-1,arrival,Dallas-Ft. Worth,On Time,5,1,2026-03-20 22:45:00,2026-03-20 22:45:00,AA2370,DFW
-1,departure,Dallas-Ft. Worth,Departed,6,,2026-03-20 06:45:00,2026-03-20 06:44:00,AA1382,DFW
-1,departure,Phoenix,Departed,5,,2026-03-20 06:45:00,2026-03-20 06:37:00,AA628,PHX
-1,departure,Seattle-Tacoma,Departed,13,,2026-03-20 06:45:00,2026-03-20 06:42:00,AS1325,SEA
-1,departure,San Francisco,Departed,12,,2026-03-20 06:45:00,2026-03-20 06:37:00,AS3434,SFO
-1,departure,Atlanta,Departed,3,,2026-03-20 06:45:00,2026-03-20 08:54:00,DL721,ATL
-1,departure,Las Vegas,Departed,16,,2026-03-20 06:45:00,2026-03-20 06:34:00,NK714,LAS
-1,departure,Chicago/O'Hare,Departed,9,,2026-03-20 06:45:00,2026-03-20 06:47:00,"UA587, AC5171",ORD
-1,departure,Newark,Departed,11,,2026-03-20 06:46:00,2026-03-20 06:40:00,"UA661, AC4076",EWR
-1,departure,Denver,Departed,8,,2026-03-20 07:00:00,2026-03-20 06:53:00,"UA250, AC3449",DEN
-1,departure,Portland,Departed,15,,2026-03-20 07:00:00,2026-03-20 06:53:00,AS750,PDX
-1,departure,Salt Lake City,Departed,1A,,2026-03-20 07:05:00,2026-03-20 07:04:00,DL1185,SLC
-1,departure,San Francisco,Departed,10,,2026-03-20 07:19:00,2026-03-20 07:13:00,"UA1326, AC5213",SFO
-1,departure,Las Vegas,Departed,4,,2026-03-20 07:25:00,2026-03-20 08:00:00,MX680,LAS
-1,departure,Seattle-Tacoma,Departed,3,,2026-03-20 07:30:00,2026-03-20 07:21:00,DL1293,SEA
-1,departure,Charlotte,Departed,5,,2026-03-20 07:45:00,2026-03-20 08:55:00,AA2209,CLT
-1,departure,Chicago/O'Hare,Departed,7,,2026-03-20 07:45:00,2026-03-20 07:32:00,AA2590,ORD
-1,departure,Minneapolis-St. Paul,Departed,2,,2026-03-20 08:00:00,2026-03-20 07:47:00,DL2185,MSP
-1,departure,Seattle-Tacoma,Departed,14,,2026-03-20 08:05:00,2026-03-20 08:04:00,AS702,SEA
-1,departure,Houston,Departed,9,,2026-03-20 08:10:00,2026-03-20 06:01:00,UA700,IAH
-1,departure,Dallas-Ft. Worth,Departed,6,,2026-03-20 08:17:00,2026-03-20 08:15:00,AA3218,DFW
-1,departure,Ogden,Departed,4,,2026-03-20 08:45:00,2026-03-20 08:54:00,MX614,OGD
-1,departure,Denver,Departed,8,,2026-03-20 08:49:00,2026-03-20 08:41:00,"UA489, AC4124",DEN
-1,departure,San Francisco,Departed,12,,2026-03-20 09:12:00,2026-03-20 09:02:00,AS3440,SFO
-1,departure,Dallas-Ft. Worth,Departed,7,,2026-03-20 09:23:00,2026-03-20 09:16:00,AA1686,DFW
-1,departure,Salt Lake City,Departed,15,,2026-03-20 09:40:00,2026-03-20 09:25:00,F91366,SLC
-1,departure,Des Moines,Departed,16,,2026-03-20 09:45:00,2026-03-20 09:48:00,G4477,DSM
-1,departure,Phoenix,Departed,6,,2026-03-20 09:48:00,2026-03-20 09:40:00,AA543,PHX
-1,departure,Boise,Departed,11,,2026-03-20 09:59:00,2026-03-20 09:59:00,AS485,BOI
-1,departure,Salt Lake City,Departed,4,,2026-03-20 09:59:00,2026-03-20 09:44:00,DL1198,SLC
-1,departure,San Francisco,Departed,10,,2026-03-20 10:05:00,2026-03-20 09:57:00,"UA5309, AC4589",SFO
-1,departure,Seattle-Tacoma,Departed,13,,2026-03-20 10:26:00,2026-03-20 10:28:00,AS1378,SEA
-1,departure,Spokane,Departed,12,,2026-03-20 10:27:00,2026-03-20 10:21:00,AS2338,GEG
-1,departure,Las Vegas,Departed,15,,2026-03-20 10:48:00,2026-03-20 10:45:00,NK1623,LAS
-1,departure,Chicago/O'Hare,Departed,9,,2026-03-20 10:52:00,2026-03-20 10:44:00,"UA2426, AC4307",ORD
-1,departure,Dallas-Ft. Worth,Departed,5,,2026-03-20 10:55:00,2026-03-20 10:46:00,AA3197,DFW
-1,departure,Seattle-Tacoma,Departed,3,,2026-03-20 11:05:00,2026-03-20 10:54:00,DL2101,SEA
-1,departure,Portland,Departed,11,,2026-03-20 11:09:00,2026-03-20 11:09:00,AS1405,PDX
-1,departure,Denver,Departed,8,,2026-03-20 11:15:00,2026-03-20 11:10:00,"UA421, AC5027",DEN
-1,departure,Denver,Departed,16,,2026-03-20 11:32:00,2026-03-20 11:16:00,F94372,DEN
-1,departure,Santa Rosa,Departed,12,,2026-03-20 11:39:00,2026-03-20 11:29:00,AS3467,STS
-1,departure,Chicago/O'Hare,Departed,7,,2026-03-20 11:41:00,2026-03-20 11:44:00,AA2285,ORD
-1,departure,Atlanta,Departed,3,,2026-03-20 11:56:00,2026-03-20 13:05:00,DL1020,ATL
-1,departure,Seattle-Tacoma,Departed,11,,2026-03-20 12:07:00,2026-03-20 12:10:00,AS548,SEA
-1,departure,Las Vegas,Departed,2,,2026-03-20 12:10:00,2026-03-20 12:02:00,DL4078,LAS
-1,departure,Vancouver,Departed,14,,2026-03-20 12:25:00,2026-03-20 13:40:00,AC599,YVR
-1,departure,Phoenix,Departed,5,,2026-03-20 12:26:00,2026-03-20 12:21:00,AA456,PHX
-1,departure,Houston,Departed,10,,2026-03-20 12:29:00,2026-03-20 12:25:00,UA2451,IAH
-1,departure,Detroit,Departed,4,,2026-03-20 12:34:00,2026-03-20 12:45:00,DL1669,DTW
-1,departure,Newark,Departed,9,,2026-03-20 12:47:00,2026-03-20 13:11:00,"UA1559, AC4087",EWR
-1,departure,Dallas-Ft. Worth,Departed,7,,2026-03-20 12:47:00,2026-03-20 12:42:00,AA2264,DFW
-1,departure,New York/JFK,Departed,6,,2026-03-20 13:00:00,2026-03-20 12:55:00,AA3085,JFK
-1,departure,Colorado Springs,Departed,16,,2026-03-20 13:14:00,2026-03-20 13:03:00,G41595,COS
-1,departure,Phoenix,Departed,5,,2026-03-20 13:27:00,2026-03-20 13:31:00,AA457,PHX
-1,departure,Denver,Departed,8,,2026-03-20 13:27:00,2026-03-20 13:26:00,"UA1937, AC5278",DEN
-1,departure,Minneapolis-St. Paul,Departed,2,,2026-03-20 13:29:00,2026-03-20 13:21:00,DL1140,MSP
-1,departure,Salt Lake City,Departed,4,,2026-03-20 13:43:00,2026-03-20 13:45:00,DL1575,SLC
-1,departure,Las Vegas,Departed,15,,2026-03-20 13:55:00,2026-03-20 13:45:00,F93738,LAS
710342,departure,Las Vegas,Departed,19,,2026-03-20 13:55:00,2026-03-20 13:46:00,WN3810,LAS
-1,departure,San Francisco,Departed,12,,2026-03-20 14:01:00,2026-03-20 13:55:00,AS3268,SFO
710343,departure,Oakland,Departed,20,,2026-03-20 14:05:00,2026-03-20 14:03:00,WN204,OAK
-1,departure,Provo,Departed,2,,2026-03-20 14:08:00,2026-03-20 14:08:00,MX603,PVU
-1,departure,Portland,Departed,13,,2026-03-20 14:12:00,2026-03-20 14:11:00,AS712,PDX
-1,departure,Chicago/O'Hare,Delayed,10,,2026-03-20 14:22:00,2026-03-20 14:30:00,"UA1352, AC4596",ORD
-1,departure,Dallas-Ft. Worth,On Time,5,,2026-03-20 14:47:00,2026-03-20 14:47:00,AA2861,DFW
-1,departure,Las Vegas,On Time,15,,2026-03-20 14:53:00,2026-03-20 14:53:00,NK1631,LAS
710349,departure,Denver,Delayed,21,,2026-03-20 14:55:00,2026-03-20 15:12:00,WN4503,DEN
-1,departure,Seattle-Tacoma,Delayed,11,,2026-03-20 14:57:00,2026-03-20 17:07:00,AS373,SEA
-1,departure,Phoenix,On Time,16,,2026-03-20 15:00:00,2026-03-20 15:00:00,F91720,PHX
710351,departure,Austin,On Time,20,,2026-03-20 15:10:00,2026-03-20 15:10:00,WN2052,AUS
-1,departure,Tucson,On Time,12,,2026-03-20 15:11:00,2026-03-20 15:11:00,AS3308,TUS
710352,departure,San Jose,On Time,18,,2026-03-20 15:20:00,2026-03-20 15:20:00,WN4517,SJC
-1,departure,Chicago/O'Hare,On Time,7,,2026-03-20 15:24:00,2026-03-20 15:24:00,AA2212,ORD
-1,departure,Houston,On Time,9,,2026-03-20 15:25:00,2026-03-20 15:25:00,UA1950,IAH
710355,departure,Las Vegas,On Time,19,,2026-03-20 15:40:00,2026-03-20 15:43:00,WN580,LAS
-1,departure,San Francisco,On Time,8,,2026-03-20 15:45:00,2026-03-20 15:45:00,"UA5351, AC4187",SFO
710356,departure,Phoenix,On Time,14,,2026-03-20 15:50:00,2026-03-20 15:50:00,WN1994,PHX
710358,departure,Oakland,Delayed,18,,2026-03-20 16:15:00,2026-03-20 17:58:00,WN1232,OAK
710359,departure,San Jose,On Time,21,,2026-03-20 16:30:00,2026-03-20 16:30:00,WN1495,SJC
-1,departure,Phoenix,On Time,5,,2026-03-20 16:32:00,2026-03-20 16:32:00,AA2094,PHX
-1,departure,San Francisco,Delayed,12,,2026-03-20 16:39:00,2026-03-20 16:53:00,AS3465,SFO
-1,departure,Dallas-Ft. Worth,On Time,6,,2026-03-20 16:45:00,2026-03-20 16:45:00,AA2659,DFW
-1,departure,Salt Lake City,On Time,3,,2026-03-20 17:00:00,2026-03-20 17:00:00,DL1277,SLC
-1,departure,Provo,On Time,2,,2026-03-20 17:05:00,2026-03-20 17:05:00,MX616,PVU
710363,departure,Phoenix,On Time,17,,2026-03-20 17:10:00,2026-03-20 17:10:00,WN510,PHX
710365,departure,Las Vegas,On Time,20,,2026-03-20 17:20:00,2026-03-20 17:20:00,WN284,LAS
-1,departure,Seattle-Tacoma,On Time,13,,2026-03-20 17:20:00,2026-03-20 17:20:00,AS630,SEA
-1,departure,Las Vegas,On Time,4,,2026-03-20 17:31:00,2026-03-20 17:31:00,DL4074,LAS
-1,departure,Santa Rosa,On Time,12,,2026-03-20 17:34:00,2026-03-20 17:34:00,AS3319,STS
-1,departure,Phoenix,On Time,15,,2026-03-20 17:54:00,2026-03-20 17:54:00,F94958,PHX
-1,departure,Idaho Falls,On Time,16,,2026-03-20 18:10:00,2026-03-20 18:10:00,G41709,IDA
-1,departure,Portland,Delayed,11,,2026-03-20 18:10:00,2026-03-20 18:26:00,AS589,PDX
710368,departure,Las Vegas,On Time,21,,2026-03-20 18:15:00,2026-03-20 18:15:00,WN1196,LAS
-1,departure,San Francisco,On Time,8,,2026-03-20 18:20:00,2026-03-20 18:20:00,"UA2496, AC5195",SFO
710369,departure,San Jose,On Time,19,,2026-03-20 18:30:00,2026-03-20 18:30:00,WN4449,SJC
710370,departure,Oakland,On Time,17,,2026-03-20 18:30:00,2026-03-20 18:30:00,WN4510,OAK
-1,departure,Denver,On Time,9,,2026-03-20 18:34:00,2026-03-20 18:34:00,"UA2656, AC5328",DEN
-1,departure,San Francisco,On Time,12,,2026-03-20 18:35:00,2026-03-20 18:35:00,AS3494,SFO
-1,departure,Seattle-Tacoma,On Time,4,,2026-03-20 19:01:00,2026-03-20 19:01:00,DL1430,SEA
710372,departure,Sacramento,On Time,20,,2026-03-20 19:10:00,2026-03-20 19:10:00,WN1715,SMF
-1,departure,Salt Lake City,On Time,3,,2026-03-20 19:15:00,2026-03-20 19:15:00,DL1574,SLC
-1,departure,Provo,On Time,2,,2026-03-20 19:17:00,2026-03-20 19:17:00,MX605,PVU
-1,departure,Dallas-Ft. Worth,On Time,7,,2026-03-20 19:18:00,2026-03-20 19:18:00,AA3223,DFW
-1,departure,San Francisco,On Time,1A,,2026-03-20 19:37:00,2026-03-20 19:37:00,"UA5339, AC4247",SFO
-1,departure,Provo,Early,16,,2026-03-20 19:40:00,2026-03-20 19:34:00,G41587,PVU
710386,departure,Denver,On Time,19,,2026-03-20 19:45:00,2026-03-20 19:45:00,WN4504,DEN
-1,departure,Phoenix,On Time,5,,2026-03-20 19:48:00,2026-03-20 19:48:00,AA2088,PHX
710389,departure,Phoenix,On Time,21,,2026-03-20 19:55:00,2026-03-20 19:55:00,WN4511,PHX
-1,departure,Everett,On Time,12,,2026-03-20 19:59:00,2026-03-20 19:59:00,AS2116,PAE
-1,departure,San Francisco,On Time,13,,2026-03-20 20:08:00,2026-03-20 20:08:00,AS3492,SFO
710391,departure,San Jose,On Time,20,,2026-03-20 20:10:00,2026-03-20 20:10:00,WN2805,SJC
710392,departure,Oakland,On Time,18,,2026-03-20 20:30:00,2026-03-20 20:30:00,WN1409,OAK
-1,departure,Seattle-Tacoma,On Time,11,,2026-03-20 20:34:00,2026-03-20 20:34:00,AS1310,SEA
710394,departure,Sacramento,On Time,17,,2026-03-20 20:45:00,2026-03-20 20:45:00,WN4524,SMF
710395,departure,Las Vegas,On Time,19,,2026-03-20 20:50:00,2026-03-20 20:50:00,WN700,LAS
710404,departure,Phoenix,On Time,21,,2026-03-20 21:10:00,2026-03-20 21:10:00,WN4512,PHX
-1,departure,Newark,On Time,9,,2026-03-20 21:14:00,2026-03-20 21:14:00,"UA2186, AC3098",EWR
-1,departure,Atlanta,On Time,3,,2026-03-20 21:20:00,2026-03-20 21:20:00,DL826,ATL
